CityPart,MaxFloor,Area,Rooms,Bedrooms,LastFloor,Floor,PRICE (GEL),Status,Electrical Points,Condition,Heating,Natural Gas,Bed,Stove (Gas/Electric),Table,Refrigerator,Chairs,Oven,Air Conditioner,Washing Machine,Sofa,Dishwasher
Chughuretshi,1.0,44.0,2.0,1.0,1.0,1.0,176521.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,1,1,1,1
Vashlijvarshi,12.0,130.0,3.0,2.0,0.0,4.0,423649.0,Newly Constructed,2.0,Newly Renovated,,0.0,0,0,0,0,0,0,0,0,0,0
Veraze,5.0,78.0,3.0,2.0,0.0,3.0,643621.0,Newly Constructed,1.0,Newly Renovated,Central Heating,0.0,0,0,0,0,0,0,0,0,0,0
Mtatsmindaze,4.0,60.0,2.0,1.0,0.0,2.0,380198.0,Old Constructed,1.0,Newly Renovated,Central Heating,0.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,7.0,63.0,2.0,1.0,0.0,4.0,434512.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Bagebshi,8.0,72.34,3.0,2.0,0.0,5.0,284858.0,Under Construction,1.0,White Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Dighmis Masivshi,12.0,53.0,2.0,1.0,0.0,6.0,230835.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,0,1,1,1,0,0,1,1
Nadzaladevshi,8.0,85.0,3.0,2.0,1.0,8.0,350325.0,Old Constructed,1.0,Newly Renovated,,0.0,0,0,0,0,0,0,0,0,0,0
Dighomi 1-9-Shi,8.0,48.8,2.0,1.0,0.0,3.0,139285.0,Under Construction,1.0,Black Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,18.0,130.0,4.0,3.0,0.0,15.0,657199.0,Newly Constructed,2.0,Newly Renovated,Central Heating,1.0,1,1,0,1,0,1,1,0,1,1
Did Dighomshi,12.0,78.0,3.0,2.0,1.0,12.0,187383.0,Newly Constructed,1.0,White Frame,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Didubeshi,5.0,90.0,4.0,3.0,0.0,1.0,298724.0,Old Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,1,1,0,1,1,0,1,1
Avlabarshi,5.0,48.0,2.0,1.0,0.0,3.0,306874.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,1,1,0,1,1,0,1,1
Dighmis Masivshi,5.0,31.0,1.0,,1.0,5.0,138501.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,0,1,1,1,1,0,1,1
Saburtaloze,15.0,68.0,2.0,1.0,0.0,13.0,337018.0,Newly Constructed,1.0,Newly Renovated,,1.0,1,1,1,1,1,1,1,0,1,1
Saburtaloze,7.0,60.0,2.0,1.0,0.0,3.0,252289.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,1,0,1,1
Vakeshi,14.0,95.0,3.0,2.0,0.0,5.0,651768.0,Newly Constructed,1.0,Green Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Did Dighomshi,16.0,62.6,2.0,1.0,0.0,5.0,195503.0,Newly Constructed,1.0,Ongoing Renovation,,0.0,0,0,0,0,0,0,0,0,0,0
Didubeshi,5.0,270.0,7.0,6.0,1.0,5.0,678925.0,Old Constructed,3.0,Old Renovated,Central Heating,1.0,0,0,1,1,1,0,0,0,0,0
Gldanshi,15.0,22.5,1.0,1.0,0.0,4.0,97765.0,Newly Constructed,1.0,Newly Renovated,Central Heating,0.0,1,1,0,0,1,1,1,0,1,1
Saburtaloze,19.0,85.0,4.0,2.0,0.0,3.0,420934.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,1,1,1,1
Temkaze,9.0,80.0,3.0,2.0,0.0,2.0,230835.0,Old Constructed,2.0,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,1,0,1,1
Mukhianshi,9.0,68.0,3.0,2.0,0.0,2.0,222687.0,Old Constructed,1.0,Newly Renovated,Gas Heater,1.0,1,1,0,1,0,1,1,0,1,1
Nutsubidzis Ferdobze,9.0,80.0,3.0,2.0,0.0,2.0,294653.0,Old Constructed,2.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
San. Zonashi,5.0,76.0,3.0,2.0,0.0,1.0,190099.0,Newly Constructed,1.0,Old Renovated,Gas Heater,1.0,0,0,0,0,0,0,0,0,0,0
Nutsubidzis Ferdobze,5.0,51.5,2.0,1.0,0.0,1.0,153844.0,Newly Constructed,1.0,White Frame,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Did Dighomshi,14.0,75.0,3.0,1.0,0.0,12.0,225403.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,1,1,1,1
Vazisubanshi,5.0,92.0,3.0,2.0,0.0,3.0,192815.0,Old Constructed,1.0,Needs Renovation,,1.0,0,0,0,0,0,0,0,0,0,0
Gldanshi,8.0,54.5,3.0,2.0,0.0,6.0,199808.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,7.0,83.7,3.0,,0.0,2.0,325884.0,Newly Constructed,1.0,Green Frame,Central Heating,0.0,0,0,0,0,0,0,0,0,0,0
Vakeshi,12.0,177.7,3.0,2.0,0.0,5.0,955000.0,Newly Constructed,1.0,,,0.0,0,0,0,0,0,0,0,0,0,0
Mesame Masivshi,10.0,71.0,3.0,2.0,0.0,4.0,249844.0,Newly Constructed,,Newly Renovated,,1.0,0,1,0,0,0,0,0,0,0,0
Ortachalashi,19.0,74.0,3.0,2.0,0.0,11.0,251202.0,Under Construction,1.0,Green Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,9.0,70.0,2.0,1.0,0.0,1.0,211825.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,0,1,0,1,1,0,1,1
Mukhianshi,17.0,115.0,7.0,4.0,0.0,15.0,222687.0,Old Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Chughuretshi,13.0,58.0,3.0,2.0,0.0,7.0,350325.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Did Dighomshi,12.0,96.0,3.0,2.0,0.0,5.0,285149.0,Newly Constructed,,Ongoing Renovation,Central Heating,0.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,9.0,67.0,2.0,1.0,0.0,6.0,334031.0,Old Constructed,1.0,Newly Renovated,,1.0,1,1,1,1,1,1,1,0,1,1
Saburtaloze,8.0,60.7,3.0,2.0,0.0,2.0,339463.0,Newly Constructed,1.0,Newly Renovated,,1.0,1,1,0,1,1,1,1,0,1,1
Varketilshi,8.0,53.0,2.0,1.0,0.0,5.0,149364.0,Newly Constructed,1.0,Green Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Ortachalashi,19.0,52.2,2.0,1.0,0.0,10.0,177199.0,Under Construction,1.0,Green Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Varketilshi,9.0,50.0,2.0,1.0,1.0,9.0,130354.0,Old Constructed,1.0,Needs Renovation,,0.0,0,0,0,0,0,0,0,0,0,0
Ortachalashi,18.0,59.2,2.0,1.0,0.0,10.0,209000.0,Under Construction,1.0,Green Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,18.0,62.0,3.0,2.0,0.0,11.0,244141.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,1,0,1,1
Saburtaloze,14.0,56.0,2.0,1.0,0.0,6.0,202265.0,Under Construction,,,,0.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,4.0,60.0,2.0,1.0,0.0,1.0,317737.0,Old Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Isanshi,10.0,74.0,3.0,,0.0,4.0,232192.0,Newly Constructed,,Black Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Moskovis Gamzirze,10.0,46.0,2.0,1.0,0.0,6.0,149364.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,0,1,0,1,1,0,0,1
Nadzaladevshi,12.0,60.0,2.0,1.0,0.0,5.0,271570.0,Newly Constructed,1.0,,,0.0,0,0,0,0,0,0,0,0,0,0
Gldanshi,7.0,64.4,3.0,2.0,0.0,6.0,203678.0,Newly Constructed,1.0,Green Frame,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Veraze,5.0,215.0,4.0,3.0,0.0,1.0,1138640.0,Newly Constructed,2.0,Newly Renovated,Central Heating,1.0,0,0,1,0,0,0,0,0,0,0
Didubeshi,24.0,81.2,3.0,2.0,0.0,8.0,271298.0,Newly Constructed,1.0,White Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Did Dighomshi,16.0,46.0,2.0,1.0,0.0,4.0,137414.0,Newly Constructed,1.0,Black Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Nutsubidzis Ferdobze,16.0,86.0,5.0,2.0,0.0,15.0,353041.0,Old Constructed,2.0,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,1,1,1,1
Vakeshi,7.0,103.0,3.0,2.0,0.0,2.0,746818.0,Newly Constructed,2.0,Newly Renovated,Central Heating,1.0,1,1,1,0,0,1,1,1,1,1
Did Dighomshi,12.0,134.0,4.0,3.0,0.0,10.0,325884.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Vakeshi,9.0,111.0,3.0,2.0,0.0,1.0,733239.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,1,1,1,1,0,0,1,1,0
Saburtaloze,5.0,80.0,2.0,1.0,1.0,5.0,217256.0,Old Constructed,1.0,Needs Renovation,Gas Heater,1.0,0,0,0,0,0,0,0,0,0,0
Bagebshi,8.0,91.92,3.0,2.0,0.0,6.0,361959.0,Under Construction,1.0,White Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Kojorshi,2.0,82.0,3.0,2.0,0.0,1.0,285149.0,Old Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,0,1,1,1,1,0,1,1
Dighmis Masivshi,11.0,52.0,2.0,1.0,1.0,11.0,238982.0,Newly Constructed,1.0,Old Renovated,,1.0,0,0,0,0,0,0,0,0,0,0
Vakeshi,18.0,147.0,3.0,2.0,0.0,14.0,1072702.0,Newly Constructed,2.0,Newly Renovated,,1.0,1,1,1,1,1,1,1,0,1,1
Did Dighomshi,15.0,53.52,2.0,,0.0,6.0,119182.0,Under Construction,1.0,Black Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Did Dighomshi,10.0,80.0,3.0,2.0,0.0,5.0,325884.0,Newly Constructed,1.0,Newly Renovated,Central Heating,0.0,0,1,0,1,1,1,0,0,1,1
Saburtaloze,14.0,114.0,3.0,2.0,0.0,9.0,412786.0,Newly Constructed,1.0,,,0.0,0,0,0,0,0,0,0,0,0,0
Temkaze,11.0,64.9,3.0,2.0,0.0,8.0,186025.0,Newly Constructed,1.0,White Plus,Central Heating,0.0,0,0,0,0,0,0,0,0,0,0
Vakeshi,18.0,96.0,3.0,2.0,0.0,3.0,583876.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Did Dighomshi,11.0,55.0,2.0,1.0,0.0,4.0,218614.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,0,1,0,1,0,0,1,1
Didubeshi,10.0,73.0,3.0,2.0,0.0,2.0,260707.0,Old Constructed,1.0,,Gas Heater,0.0,0,0,0,0,0,0,0,0,0,0
Nadzaladevshi,12.0,55.0,2.0,1.0,1.0,12.0,195530.0,Newly Constructed,1.0,White Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Gldanshi,9.0,76.0,3.0,2.0,0.0,4.0,274286.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,1,0,0,0,0,0,0,0
Vakeshi,5.0,66.9,2.0,1.0,0.0,4.0,436033.0,Under Construction,1.0,White Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Moskovis Gamzirze,8.0,60.0,3.0,2.0,1.0,8.0,233550.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Vakeshi,15.0,65.0,3.0,2.0,0.0,2.0,312306.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,1,1,1,1
Dighomi 1-9-Shi,9.0,57.0,3.0,2.0,0.0,7.0,257992.0,Newly Constructed,1.0,,,0.0,0,0,0,0,0,0,0,0,0,0
Chughuretshi,8.0,92.0,4.0,3.0,1.0,8.0,515983.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,1,1,1,1,0,0,0,1,0
Saburtaloze,12.0,65.0,3.0,2.0,0.0,2.0,241697.0,Newly Constructed,1.0,Old Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,5.0,100.0,3.0,2.0,0.0,1.0,266139.0,Old Constructed,1.0,Newly Renovated,Gas Heater,1.0,1,1,1,1,1,1,1,1,1,1
Bagebshi,8.0,46.25,2.0,1.0,0.0,1.0,182122.0,Newly Constructed,1.0,White Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,7.0,60.0,2.0,1.0,0.0,3.0,252560.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,1,0,1,1
Vakeshi,10.0,215.0,6.0,4.0,0.0,7.0,1222065.0,Newly Constructed,3.0,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,1,1,1,1
Saburtaloze,8.0,95.0,4.0,3.0,1.0,8.0,543140.0,Newly Constructed,2.0,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,1,1,1,1
Vashlijvarshi,12.0,97.0,3.0,2.0,0.0,11.0,420934.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,1,0,0,1
Temkaze,8.0,151.0,5.0,3.0,0.0,6.0,219972.0,Old Constructed,1.0,Old Renovated,Electric Heater,1.0,1,0,0,0,0,1,1,0,0,1
Saburtaloze,9.0,90.0,3.0,2.0,0.0,2.0,358472.0,Old Constructed,2.0,Old Renovated,Central Heating,1.0,1,1,0,1,1,1,1,0,1,1
Temkaze,14.0,70.0,3.0,2.0,0.0,3.0,198246.0,Old Constructed,1.0,,Central + Underfloor Heating,1.0,0,0,0,0,0,0,0,0,0,0
Nadzaladevshi,12.0,54.0,2.0,1.0,0.0,9.0,230835.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Vazisubanshi,9.0,85.0,3.0,2.0,0.0,8.0,317737.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,1,1,0,1,1,0,1,1
Saburtaloze,13.0,69.0,3.0,2.0,0.0,5.0,393777.0,Newly Constructed,1.0,Newly Renovated,,1.0,1,1,1,1,1,1,1,0,1,1
Ortachalashi,19.0,51.0,2.0,1.0,0.0,6.0,180051.0,Under Construction,1.0,White Frame,,1.0,0,0,0,0,0,0,0,0,0,0
Vakeshi,14.0,110.0,3.0,2.0,0.0,11.0,1230212.0,Newly Constructed,2.0,,Central Heating,1.0,1,1,1,1,1,1,1,1,1,1
Dighomi 1-9-Shi,8.0,76.3,3.0,2.0,0.0,7.0,224199.0,Under Construction,1.0,Black Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Krtsanisshi,13.0,175.0,3.0,2.0,0.0,10.0,760396.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,1,1,1,1
Did Dighomshi,12.0,55.4,3.0,2.0,1.0,12.0,179236.0,Newly Constructed,1.0,Green Frame,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Did Dighomshi,10.0,82.0,3.0,2.0,0.0,3.0,255276.0,Newly Constructed,1.0,Newly Renovated,Central Heating,0.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,12.0,128.0,4.0,3.0,0.0,3.0,649052.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,1,1,0,0,1,0,1,1
Moskovis Gamzirze,8.0,42.0,2.0,1.0,0.0,3.0,184668.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,0,1,1,1,1,0,1,1
Saburtaloze,10.0,112.0,3.0,2.0,0.0,5.0,475248.0,Newly Constructed,1.0,Newly Renovated,,0.0,0,0,0,0,0,0,0,0,0,0
Did Dighomshi,13.0,65.0,2.0,1.0,0.0,4.0,130354.0,Newly Constructed,1.0,,,0.0,0,0,0,0,0,0,0,0,0,0
Chughuretshi,2.0,157.0,5.0,3.0,1.0,2.0,325884.0,Old Constructed,1.0,Needs Renovation,,1.0,0,0,0,0,0,0,0,0,0,0
Dighomi 1-9-Shi,9.0,36.0,1.0,1.0,0.0,3.0,107542.0,Newly Constructed,1.0,Newly Renovated,,0.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,5.0,77.0,3.0,2.0,0.0,4.0,249844.0,Newly Constructed,1.0,Ongoing Renovation,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Abanotubanshi,6.0,102.0,4.0,3.0,0.0,1.0,697935.0,Newly Constructed,2.0,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,1,1,1,1
Dighmis Masivshi,12.0,51.9,2.0,1.0,0.0,2.0,171953.0,Under Construction,1.0,White Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,33.0,45.5,2.0,1.0,0.0,2.0,236266.0,Newly Constructed,,Newly Renovated,Central Heating,1.0,0,0,1,1,1,0,0,0,0,0
Did Dighomshi,12.0,99.4,3.0,1.0,0.0,7.0,285149.0,Newly Constructed,2.0,White Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Dighmis Masivshi,9.0,62.0,2.0,1.0,0.0,7.0,206393.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,1,0,0,0,1,1,1,0,1,1
Dighmis Masivshi,19.0,127.0,5.0,3.0,0.0,8.0,344894.0,Newly Constructed,2.0,White Frame,,1.0,0,0,0,0,0,0,0,0,0,0
Dighmis Masivshi,5.0,70.0,3.0,2.0,0.0,3.0,222687.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Did Dighomshi,9.0,80.0,3.0,2.0,0.0,4.0,266139.0,Old Constructed,1.0,Old Renovated,Gas Heater,1.0,1,1,1,1,1,1,1,0,1,1
Varketilshi,9.0,72.0,3.0,2.0,0.0,5.0,306874.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,1,0,1,1
Saburtaloze,6.0,93.0,4.0,3.0,0.0,2.0,363904.0,Newly Constructed,2.0,Newly Renovated,Central Heating,1.0,0,0,0,1,1,0,0,0,1,0
Vakeshi,10.0,90.0,3.0,2.0,0.0,3.0,611033.0,Old Constructed,2.0,Newly Renovated,Central Heating,0.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,24.0,70.0,3.0,2.0,0.0,18.0,418218.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,1,1,1,0,0,0,0,0
Krtsanisshi,7.0,70.0,3.0,2.0,0.0,2.0,420934.0,Newly Constructed,1.0,,,1.0,0,0,0,0,0,0,0,0,0,0
Varketilshi,16.0,115.0,4.0,2.0,0.0,8.0,225403.0,Old Constructed,1.0,Old Renovated,Electric Heater,1.0,1,1,0,1,1,1,1,0,0,1
Did Dighomshi,23.0,124.8,4.0,3.0,0.0,10.0,406703.0,Under Construction,1.0,White Plus,,0.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,9.0,109.0,4.0,2.0,0.0,3.0,434512.0,Newly Constructed,2.0,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,1,0,1,1
Nadzaladevshi,10.0,61.0,3.0,2.0,1.0,10.0,211825.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Samgorshi,15.0,68.0,3.0,2.0,0.0,14.0,234908.0,Newly Constructed,1.0,,,1.0,1,1,0,1,0,1,1,0,1,0
Varketilshi,11.0,107.0,3.0,2.0,1.0,11.0,225403.0,Newly Constructed,1.0,Green Frame,,1.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,30.0,63.1,2.0,1.0,0.0,3.0,268854.0,Newly Constructed,1.0,Green Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Nadzaladevshi,16.0,79.0,3.0,2.0,0.0,10.0,325884.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,1,0,1,1
Bagebshi,10.0,96.0,3.0,2.0,0.0,7.0,434512.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Nutsubidzis Ferdobze,16.0,86.0,3.0,2.0,0.0,15.0,271570.0,Old Constructed,2.0,Newly Renovated,Gas Heater,1.0,0,0,0,0,0,0,0,0,0,0
Nadzaladevshi,13.0,71.0,3.0,2.0,0.0,11.0,266139.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,1,0,1,1,1,1,1,0,0,1
Saburtaloze,18.0,73.0,3.0,2.0,1.0,18.0,385629.0,Newly Constructed,1.0,Newly Renovated,Central Heating,0.0,0,0,0,0,0,0,0,0,0,0
San. Zonashi,4.0,38.0,1.0,1.0,0.0,3.0,138501.0,Old Constructed,1.0,Old Renovated,Gas Heater,1.0,1,1,0,1,0,1,1,0,1,1
Did Dighomshi,14.0,54.0,2.0,1.0,0.0,8.0,149364.0,Under Construction,1.0,White Frame,Central Heating,0.0,0,0,0,0,0,0,0,0,0,0
Varketilshi,7.0,70.3,3.0,2.0,1.0,7.0,198246.0,Newly Constructed,1.0,Green Frame,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Dighmis Masivshi,17.0,87.0,3.0,2.0,0.0,5.0,312306.0,Newly Constructed,1.0,,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Bagebshi,14.0,56.0,2.0,1.0,0.0,2.0,249844.0,Newly Constructed,1.0,Newly Renovated,Central Heating,0.0,0,0,0,0,0,0,0,0,0,0
Lisze,12.0,54.03,2.0,1.0,0.0,8.0,190099.0,Newly Constructed,1.0,White Frame,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Gldanshi,14.0,57.0,2.0,1.0,0.0,7.0,214540.0,Newly Constructed,1.0,Old Renovated,Gas Heater,1.0,1,1,0,1,1,1,1,0,1,1
Bagebshi,8.0,72.34,3.0,2.0,0.0,5.0,284858.0,Under Construction,1.0,White Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,11.0,58.0,2.0,1.0,0.0,7.0,285149.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,0,1,0,0,1,0,0,1
Fonichalashi,1.0,135.0,4.0,3.0,1.0,1.0,393777.0,Newly Constructed,1.0,Newly Renovated,,0.0,0,0,0,0,0,0,0,0,0,0
Bagebshi,16.0,58.0,2.0,1.0,0.0,11.0,249844.0,Newly Constructed,1.0,White Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Varketilshi,11.0,60.0,2.0,1.0,0.0,9.0,219972.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Did Dighomshi,10.0,75.0,3.0,2.0,0.0,8.0,293296.0,Newly Constructed,,,,0.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,9.0,22.0,1.0,1.0,0.0,1.0,2150834.0,Old Constructed,1.0,White Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Navtlughshi,24.0,98.0,4.0,3.0,0.0,18.0,312306.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,1,0,1,1,1,1,1,1,1,1
Bagebshi,8.0,72.34,3.0,2.0,0.0,6.0,284858.0,Under Construction,1.0,White Frame,,0.0,0,0,0,0,0,0,0,0,0,0
San. Zonashi,3.0,24.0,1.0,1.0,0.0,2.0,67893.0,Old Constructed,1.0,,,0.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,18.0,130.0,4.0,3.0,0.0,15.0,651768.0,Newly Constructed,2.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Avlabarshi,5.0,102.0,3.0,2.0,0.0,2.0,570297.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,1,0,1,1,1,0,1,1
Saburtaloze,15.0,90.0,3.0,2.0,0.0,14.0,353041.0,Newly Constructed,1.0,Black Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Isanshi,17.0,61.0,2.0,1.0,0.0,15.0,312306.0,Newly Constructed,1.0,Newly Renovated,Central Heating,0.0,0,1,1,1,0,0,0,0,1,0
Sololakshi,2.0,269.0,4.0,3.0,1.0,2.0,597454.0,Old Constructed,1.0,Needs Renovation,Gas Heater,1.0,0,0,0,0,0,0,0,0,0,0
Krtsanisshi,14.0,55.0,2.0,1.0,0.0,6.0,380198.0,Newly Constructed,1.0,Newly Renovated,,1.0,0,0,0,0,0,0,0,0,0,0
Krtsanisshi,7.0,70.0,3.0,2.0,0.0,2.0,420934.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Did Dighomshi,14.0,75.0,3.0,2.0,0.0,12.0,225403.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,1,1,1,1
Saburtaloze,18.0,130.0,4.0,3.0,0.0,15.0,651768.0,Newly Constructed,2.0,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,1,0,0,1
Saburtaloze,22.0,123.0,3.0,2.0,0.0,6.0,393777.0,Newly Constructed,1.0,,,0.0,0,0,0,0,0,0,0,0,0,0
Chughuretshi,2.0,37.0,2.0,1.0,1.0,2.0,154795.0,Old Constructed,,,,0.0,0,0,0,0,0,0,0,0,0,0
Vakeshi,20.0,143.0,4.0,3.0,0.0,17.0,1222065.0,Newly Constructed,2.0,Newly Renovated,Central Heating,1.0,0,0,1,0,0,0,0,0,0,0
Chughuretshi,8.0,253.0,6.0,3.0,0.0,7.0,1072702.0,Newly Constructed,2.0,Newly Renovated,Central Heating,1.0,0,1,1,1,1,0,0,0,1,0
Didubeshi,5.0,90.0,4.0,3.0,0.0,1.0,298727.0,Old Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,1,1,0,1,1,0,1,1
Mtatsmindaze,2.0,47.0,2.0,1.0,1.0,2.0,190099.0,Old Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,1,0,1,1
Samgorshi,8.0,79.0,3.0,2.0,0.0,2.0,230835.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,1,0,1,1
Sololakshi,2.0,63.0,2.0,1.0,0.0,1.0,407355.0,Old Constructed,1.0,Newly Renovated,Central Heating,1.0,0,1,1,1,1,0,0,0,1,0
Did Dighomshi,6.0,70.0,3.0,2.0,1.0,6.0,224045.0,Newly Constructed,1.0,Newly Renovated,,1.0,1,1,1,1,0,1,1,0,1,1
Gldanshi,12.0,54.0,2.0,1.0,0.0,9.0,200962.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,9.0,85.0,3.0,2.0,0.0,2.0,570297.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Nutsubidzis Ferdobze,4.0,86.0,3.0,2.0,0.0,1.0,263423.0,Newly Constructed,2.0,Newly Renovated,Central Heating,0.0,0,0,0,0,0,0,0,0,0,0
