CityPart,MaxFloor,Area,Rooms,Bedrooms,LastFloor,Floor,PRICE (GEL),Status,Electrical Points,Condition,Heating,Natural Gas,Bed,Stove (Gas/Electric),Table,Refrigerator,Chairs,Oven,Air Conditioner,Washing Machine,Sofa,Dishwasher
Isanshi,23.0,72.0,3.0,2.0,0.0,9.0,211934.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,10.0,45.0,2.0,1.0,0.0,5.0,305674.0,Newly Constructed,,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Avlabarshi,15.0,62.24,3.0,2.0,0.0,12.0,331486.0,Newly Constructed,,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Vakeshi,8.0,109.0,3.0,,0.0,5.0,638519.0,Newly Constructed,2.0,Newly Renovated,Central Heating,1.0,0,0,1,0,0,0,0,0,0,0
Saburtaloze,8.0,73.0,3.0,1.0,0.0,1.0,266276.0,Old Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Vakeshi,9.0,123.35,5.0,3.0,0.0,8.0,815130.0,Old Constructed,2.0,Old Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,16.0,61.0,2.0,1.0,0.0,12.0,364091.0,Newly Constructed,1.0,Newly Renovated,,1.0,0,0,0,0,0,0,0,0,0,0
Did Dighomshi,12.0,58.0,2.0,1.0,0.0,5.0,184763.0,Newly Constructed,,Newly Renovated,Central Heating,0.0,0,0,0,0,0,0,0,0,0,0
Did Dighomshi,12.0,58.0,2.0,1.0,0.0,7.0,190197.0,Newly Constructed,1.0,Newly Renovated,Central Heating,0.0,0,0,0,0,0,0,0,0,0,0
Vakeshi,8.0,40.0,1.0,1.0,0.0,2.0,258125.0,Old Constructed,1.0,Newly Renovated,Central Heating,0.0,0,0,1,0,0,0,0,0,0,0
Varketilshi,12.0,74.0,3.0,2.0,0.0,6.0,160852.0,Newly Constructed,1.0,Black Frame,,1.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,21.0,170.0,4.0,3.0,0.0,20.0,1218619.0,Newly Constructed,2.0,Newly Renovated,,1.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,24.0,105.0,3.0,2.0,0.0,21.0,380394.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,1,1,1,1
Kukiaze,1.0,24.0,1.0,,1.0,1.0,92381.0,Old Constructed,1.0,Old Renovated,,0.0,0,0,0,0,0,0,0,0,0,0
Mukhianshi,14.0,47.0,3.0,2.0,0.0,10.0,167102.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,1,1,0,1,1,0,1,1
Saburtaloze,8.0,120.0,4.0,3.0,0.0,3.0,362733.0,Old Constructed,1.0,Old Renovated,Central Heating,0.0,0,0,0,0,0,0,0,0,0,0
Did Dighomshi,3.0,75.0,3.0,2.0,0.0,2.0,228236.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,1,0,0,0,0,0,0,0
Saburtaloze,16.0,105.0,5.0,3.0,1.0,16.0,385828.0,Old Constructed,2.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,5.0,88.0,3.0,2.0,1.0,5.0,298881.0,Old Constructed,1.0,Old Renovated,,1.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,11.0,170.0,5.0,3.0,1.0,11.0,421151.0,Newly Constructed,2.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Dighmis Masivshi,14.0,115.0,4.0,3.0,0.0,1.0,380394.0,Old Constructed,,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Dighmis Masivshi,14.0,42.0,2.0,1.0,0.0,13.0,163026.0,Old Constructed,,Old Renovated,Gas Heater,1.0,0,0,0,0,0,0,0,0,0,0
Varketilshi,9.0,39.0,1.0,1.0,0.0,5.0,100669.0,Under Construction,,White Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Ortachalashi,13.0,440.0,8.0,6.0,0.0,12.0,543420.0,Newly Constructed,,White Frame,,1.0,0,0,0,0,0,0,0,0,0,0
Ortachalashi,12.0,70.0,3.0,2.0,0.0,8.0,266276.0,Newly Constructed,,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Ortachalashi,17.0,119.0,4.0,3.0,0.0,1.0,323335.0,Newly Constructed,,Black Frame,,1.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,11.0,100.0,3.0,2.0,0.0,10.0,421151.0,Newly Constructed,2.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Vakeshi,11.0,150.0,4.0,3.0,0.0,2.0,975439.0,Newly Constructed,2.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Did Dighomshi,3.0,82.0,3.0,2.0,1.0,3.0,323335.0,Newly Constructed,1.0,Newly Renovated,Central Heating,0.0,0,0,0,0,0,0,0,0,0,0
Chughuretshi,3.0,71.0,3.0,2.0,1.0,3.0,339638.0,Old Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Temkaze,8.0,94.0,3.0,2.0,1.0,8.0,207043.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,0,0,1,1
Saburtaloze,6.0,107.0,3.0,2.0,0.0,4.0,423868.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,1,0,0,0,0,0,0,0
Bagebshi,9.0,67.0,3.0,2.0,0.0,4.0,393980.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Vakeshi,19.0,138.6,4.0,3.0,0.0,15.0,774374.0,Newly Constructed,2.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Vakeshi,13.0,52.0,2.0,1.0,0.0,3.0,320618.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Vakeshi,12.0,50.0,2.0,1.0,0.0,5.0,336920.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Did Dighomshi,5.0,67.0,3.0,2.0,0.0,4.0,252690.0,Newly Constructed,,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,15.0,105.0,4.0,3.0,0.0,9.0,475493.0,Newly Constructed,1.0,Newly Renovated,Central Heating,0.0,0,0,0,0,0,0,0,0,0,0
Did Dighomshi,12.0,50.0,2.0,1.0,1.0,12.0,129062.0,Newly Constructed,1.0,Black Frame,Central Heating,0.0,0,0,0,0,0,0,0,0,0,0
Vazisubanshi,18.0,48.0,2.0,1.0,1.0,18.0,163026.0,Newly Constructed,,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Did Dighomshi,10.0,48.5,2.0,1.0,0.0,4.0,176612.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Dighmis Masivshi,10.0,57.0,2.0,1.0,0.0,4.0,221444.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,1,0,0,0,0,0,0,0
Ortachalashi,8.0,97.8,4.0,3.0,1.0,8.0,385828.0,Newly Constructed,,White Frame,,1.0,0,0,0,0,0,0,0,0,0,0
Ortachalashi,11.0,97.0,3.0,2.0,0.0,4.0,393980.0,Old Constructed,2.0,Old Renovated,Central Heating,1.0,0,1,1,1,1,0,0,1,1,0
Gldanshi,9.0,100.0,4.0,3.0,0.0,1.0,298881.0,Old Constructed,2.0,Old Renovated,Gas Heater,0.0,0,0,0,0,0,0,0,0,0,0
Orkhevshi,2.0,82.0,3.0,2.0,0.0,1.0,112760.0,Old Constructed,1.0,Old Renovated,Gas Heater,1.0,0,0,0,0,0,0,0,0,0,0
Did Dighomshi,13.0,42.9,2.0,1.0,0.0,2.0,130402.0,Newly Constructed,1.0,Green Frame,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,12.0,69.0,2.0,1.0,1.0,12.0,334203.0,Newly Constructed,1.0,Newly Renovated,Central Heating,0.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,12.0,65.0,3.0,2.0,1.0,12.0,309749.0,Newly Constructed,1.0,Newly Renovated,Central Heating,0.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,14.0,93.2,3.0,2.0,0.0,2.0,380394.0,Newly Constructed,,Newly Renovated,,1.0,0,0,0,0,0,0,0,0,0,0
Lisze,13.0,92.0,3.0,2.0,1.0,13.0,426313.0,Newly Constructed,,Newly Renovated,,1.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,21.0,76.0,3.0,2.0,0.0,14.0,380394.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,1,0,0,0,0,0,0,0
Saburtaloze,13.0,70.0,3.0,2.0,0.0,6.0,380394.0,Newly Constructed,,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Nadzaladevshi,12.0,58.1,3.0,2.0,1.0,12.0,251332.0,Newly Constructed,1.0,Newly Renovated,,1.0,0,0,0,0,0,0,0,0,0,0
Dighmis Masivshi,14.0,91.0,3.0,2.0,0.0,6.0,266276.0,Old Constructed,1.0,Old Renovated,Central Heating,0.0,0,0,0,0,0,0,0,0,0,0
Dighmis Masivshi,8.0,128.0,4.0,3.0,0.0,7.0,298881.0,Old Constructed,1.0,Old Renovated,,1.0,0,0,0,0,0,0,0,0,0,0
Dighmis Masivshi,8.0,78.0,4.0,3.0,0.0,5.0,266276.0,Old Constructed,1.0,Old Renovated,,1.0,0,0,1,0,0,0,0,0,0,0
Dighmis Masivshi,14.0,77.6,3.0,2.0,0.0,7.0,279861.0,Newly Constructed,1.0,Green Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Dighmis Masivshi,21.0,59.0,2.0,1.0,0.0,7.0,256494.0,Newly Constructed,,Green Frame,Central Heating,0.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,19.0,61.0,2.0,1.0,0.0,11.0,236388.0,Newly Constructed,1.0,Green Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Vakeshi,14.0,87.0,3.0,2.0,0.0,7.0,744485.0,Newly Constructed,1.0,Newly Renovated,,1.0,0,0,0,0,0,0,0,0,0,0
Vakeshi,14.0,101.0,3.0,2.0,0.0,7.0,864038.0,Newly Constructed,1.0,Newly Renovated,,1.0,0,0,0,0,0,0,0,0,0,0
Vakeshi,14.0,108.0,3.0,2.0,0.0,7.0,744485.0,Newly Constructed,1.0,Newly Renovated,,1.0,0,0,0,0,0,0,0,0,0,0
Dighmis Masivshi,21.0,77.0,3.0,2.0,0.0,8.0,369526.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Dighmis Masivshi,9.0,85.0,3.0,2.0,0.0,4.0,271710.0,Newly Constructed,2.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Dighmis Masivshi,18.0,64.0,3.0,2.0,0.0,13.0,285296.0,Newly Constructed,1.0,Newly Renovated,Central Heating,0.0,0,0,1,0,0,0,0,0,0,0
Dighmis Masivshi,8.0,100.0,4.0,2.0,1.0,8.0,407565.0,Newly Constructed,1.0,Newly Renovated,,0.0,0,0,0,0,0,0,0,0,0,0
Isanshi,19.0,82.0,3.0,2.0,0.0,3.0,407565.0,Newly Constructed,1.0,Newly Renovated,,1.0,0,0,1,0,0,0,0,0,0,0
Dighmis Masivshi,13.0,95.0,4.0,2.0,1.0,13.0,372243.0,Newly Constructed,2.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Dighmis Masivshi,9.0,120.0,4.0,3.0,0.0,4.0,407565.0,Old Constructed,1.0,Old Renovated,,1.0,0,0,0,0,0,0,0,0,0,0
Dighmis Masivshi,6.0,77.0,3.0,2.0,0.0,5.0,258125.0,Newly Constructed,1.0,Newly Renovated,Underfloor Heating,1.0,0,0,1,0,0,0,0,0,0,0
Dighmis Masivshi,16.0,100.0,3.0,2.0,0.0,10.0,326052.0,Old Constructed,2.0,Old Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Dighmis Masivshi,7.0,80.0,3.0,1.0,0.0,3.0,290730.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,1,0,0,0,0,0,0,0
Didubeshi,12.0,122.4,3.0,2.0,1.0,12.0,415716.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,1,0,0,0,0,0,0,0
Vakeshi,12.0,96.6,3.0,2.0,0.0,4.0,423868.0,Newly Constructed,2.0,Newly Renovated,Central Heating,0.0,0,0,1,0,0,0,0,0,0,0
Dighmis Masivshi,14.0,100.0,4.0,3.0,0.0,8.0,258125.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Dighmis Masivshi,19.0,91.0,4.0,3.0,0.0,11.0,309206.0,Newly Constructed,1.0,Newly Renovated,,0.0,0,0,0,0,0,0,0,0,0,0
Dighmis Masivshi,13.0,95.0,4.0,2.0,1.0,13.0,372243.0,Newly Constructed,2.0,Newly Renovated,Central Heating,1.0,0,0,1,0,0,0,0,0,0,0
Dighmis Masivshi,9.0,85.0,3.0,2.0,0.0,4.0,271710.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,1,0,0,0,0,0,0,0
Bagebshi,7.0,90.0,3.0,2.0,0.0,4.0,448322.0,Newly Constructed,1.0,Newly Renovated,,1.0,0,0,0,0,0,0,0,0,0,0
Vakeshi,25.0,170.0,4.0,3.0,0.0,10.0,1521576.0,Newly Constructed,2.0,Newly Renovated,Central Heating,1.0,0,0,1,0,0,0,0,0,0,0
Krtsanisshi,8.0,69.1,2.0,1.0,0.0,5.0,228236.0,Under Construction,1.0,White Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Chughuretshi,3.0,80.0,3.0,2.0,0.0,2.0,307032.0,Old Constructed,1.0,Old Renovated,Gas Heater,1.0,0,0,0,0,0,0,0,0,0,0
Ortachalashi,12.0,55.0,3.0,2.0,0.0,2.0,195631.0,Under Construction,2.0,Green Frame,,1.0,0,0,0,0,0,0,0,0,0,0
Did Dighomshi,15.0,69.3,3.0,2.0,0.0,2.0,160051.0,Under Construction,1.0,Black Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Did Dighomshi,11.0,46.9,2.0,1.0,0.0,4.0,82831.0,Under Construction,1.0,Black Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Did Dighomshi,11.0,51.4,2.0,1.0,0.0,4.0,90778.0,Under Construction,1.0,Black Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Did Dighomshi,11.0,70.0,3.0,2.0,0.0,4.0,123628.0,Under Construction,1.0,Black Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Did Dighomshi,11.0,81.0,4.0,2.0,0.0,4.0,143055.0,Under Construction,1.0,Black Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Isanshi,9.0,74.0,3.0,2.0,0.0,4.0,298881.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Did Dighomshi,11.0,125.5,4.0,3.0,0.0,4.0,241278.0,Under Construction,2.0,Black Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Abanotubanshi,2.0,43.0,2.0,1.0,0.0,1.0,176612.0,Old Constructed,,Needs Renovation,,1.0,0,0,0,0,0,0,0,0,0,0
Vakeshi,12.0,97.0,3.0,2.0,0.0,4.0,432019.0,Newly Constructed,2.0,Newly Renovated,,1.0,0,0,0,0,0,0,0,0,0,0
Bagebshi,16.0,125.0,3.0,2.0,0.0,15.0,638519.0,Newly Constructed,1.0,Newly Renovated,,1.0,0,0,0,0,0,0,0,0,0,0
Abanotubanshi,3.0,60.0,2.0,1.0,0.0,2.0,252690.0,Old Constructed,,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Vakeshi,23.0,127.0,3.0,2.0,0.0,11.0,690143.0,Newly Constructed,1.0,Black Frame,,1.0,0,0,0,0,0,0,0,0,0,0
Ortachalashi,13.0,65.0,3.0,2.0,0.0,3.0,263287.0,Newly Constructed,,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Avlabarshi,2.0,42.0,2.0,1.0,1.0,2.0,163026.0,Old Constructed,,Old Renovated,Gas Heater,1.0,0,0,1,0,0,0,0,0,0,0
Saburtaloze,11.0,59.8,2.0,,0.0,4.0,227476.0,Newly Constructed,1.0,White Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Did Dighomshi,16.0,110.0,4.0,3.0,0.0,10.0,211934.0,Old Constructed,2.0,Old Renovated,,1.0,0,0,0,0,0,0,0,0,0,0
Vakeshi,5.0,125.0,3.0,2.0,0.0,4.0,801545.0,Old Constructed,2.0,Newly Renovated,Central Heating,1.0,0,0,1,0,0,0,0,0,0,0
Didubeshi,14.0,83.0,4.0,3.0,0.0,2.0,380394.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,1,0,0,0,0,0,0,0
Vakeshi,12.0,148.5,3.0,2.0,0.0,2.0,968374.0,Newly Constructed,2.0,Green Frame,Central Heating,0.0,0,0,0,0,0,0,0,0,0,0
Vakeshi,12.0,77.4,2.0,1.0,0.0,2.0,504728.0,Newly Constructed,1.0,Green Frame,Central Heating,0.0,0,0,0,0,0,0,0,0,0,0
Avlabarshi,6.0,61.4,2.0,1.0,0.0,4.0,230954.0,Newly Constructed,,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,5.0,71.0,3.0,2.0,0.0,1.0,304315.0,Newly Constructed,1.0,Newly Renovated,,1.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,20.0,80.0,3.0,2.0,0.0,16.0,470058.0,Newly Constructed,1.0,Newly Renovated,,1.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,18.0,73.0,3.0,2.0,1.0,18.0,412999.0,Newly Constructed,1.0,Newly Renovated,,1.0,0,0,0,0,0,0,0,0,0,0
Didubeshi,12.0,64.0,3.0,2.0,0.0,6.0,293447.0,Newly Constructed,1.0,Newly Renovated,,1.0,0,0,0,0,0,0,0,0,0,0
Didubeshi,12.0,64.0,3.0,2.0,1.0,12.0,247256.0,Newly Constructed,1.0,Newly Renovated,,1.0,0,0,0,0,0,0,0,0,0,0
Didubeshi,30.0,38.0,1.0,1.0,0.0,19.0,123900.0,Under Construction,,White Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Ortachalashi,6.0,90.5,3.0,2.0,0.0,3.0,331962.0,Newly Constructed,,Green Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,12.0,170.0,5.0,2.0,0.0,7.0,801545.0,Newly Constructed,,Newly Renovated,Central Heating,1.0,0,0,1,0,0,0,0,0,0,0
Isanshi,18.0,83.0,3.0,2.0,0.0,3.0,399414.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,16.0,151.0,5.0,3.0,0.0,12.0,502664.0,Newly Constructed,3.0,White Frame,,1.0,0,0,0,0,0,0,0,0,0,0
Didubeshi,12.0,70.0,3.0,2.0,1.0,12.0,326052.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Vakeshi,10.0,101.0,3.0,2.0,0.0,7.0,869472.0,Newly Constructed,1.0,Newly Renovated,,1.0,0,0,0,0,0,0,0,0,0,0
Avlabarshi,22.0,83.0,3.0,2.0,0.0,8.0,529835.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,1,0,0,0,0,0,0,0
Saburtaloze,9.0,91.0,3.0,2.0,0.0,3.0,516249.0,Newly Constructed,1.0,Newly Renovated,,1.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,26.0,100.0,3.0,2.0,0.0,2.0,502664.0,Newly Constructed,1.0,Newly Renovated,,1.0,0,0,0,0,0,0,0,0,0,0
Did Dighomshi,12.0,67.0,3.0,2.0,0.0,8.0,244539.0,Newly Constructed,1.0,Newly Renovated,,1.0,0,0,0,0,0,0,0,0,0,0
Krtsanisshi,12.0,110.0,3.0,2.0,0.0,11.0,502664.0,Newly Constructed,1.0,Newly Renovated,,0.0,0,0,0,0,0,0,0,0,0,0
Lisze,9.0,92.0,3.0,2.0,0.0,5.0,407565.0,Newly Constructed,1.0,Newly Renovated,,1.0,0,0,0,0,0,0,0,0,0,0
Nutsubidzis Ferdobze,12.0,52.0,2.0,1.0,0.0,6.0,285296.0,Newly Constructed,1.0,Newly Renovated,,1.0,0,0,0,0,0,0,0,0,0,0
Chughuretshi,8.0,253.0,6.0,3.0,0.0,7.0,1073255.0,Old Constructed,2.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,32.0,70.0,2.0,2.0,0.0,24.0,323335.0,Newly Constructed,,Ongoing Renovation,,0.0,0,0,0,0,0,0,0,0,0,0
Chughuretshi,4.0,124.0,5.0,3.0,1.0,4.0,393980.0,Old Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Did Dighomshi,16.0,70.0,3.0,2.0,0.0,9.0,203783.0,Old Constructed,2.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Vakeshi,10.0,76.0,3.0,2.0,0.0,5.0,603196.0,Newly Constructed,1.0,Newly Renovated,,1.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,12.0,73.0,3.0,2.0,0.0,6.0,285296.0,Newly Constructed,1.0,Newly Renovated,,1.0,0,0,0,0,0,0,0,0,0,0
Isanshi,9.0,90.0,3.0,2.0,0.0,4.0,225519.0,Newly Constructed,2.0,Black Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Ortachalashi,16.0,45.0,2.0,1.0,0.0,10.0,149441.0,Newly Constructed,,Black Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,18.0,73.0,3.0,2.0,1.0,18.0,412999.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,1,0,0,0,0,0,0,0
Ortachalashi,13.0,92.0,4.0,3.0,0.0,2.0,385828.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Chughuretshi,4.0,39.0,2.0,1.0,1.0,4.0,222802.0,Old Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Vakeshi,9.0,225.0,4.0,3.0,0.0,2.0,1358550.0,Newly Constructed,3.0,Newly Renovated,Central Heating,1.0,0,0,1,0,0,0,0,0,0,0
Didubeshi,12.0,84.0,3.0,2.0,0.0,8.0,353223.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,9.0,109.0,4.0,2.0,0.0,3.0,434736.0,Newly Constructed,2.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Chughuretshi,3.0,135.0,6.0,4.0,1.0,3.0,638519.0,Old Constructed,3.0,Newly Renovated,Central Heating,1.0,0,0,1,0,0,0,0,0,0,0
Abanotubanshi,6.0,101.0,4.0,3.0,0.0,1.0,699653.0,Newly Constructed,2.0,Newly Renovated,Gas Heater,1.0,1,1,1,1,1,0,1,1,1,1
Vakeshi,6.0,135.0,4.0,3.0,0.0,2.0,1005327.0,Newly Constructed,2.0,Newly Renovated,,0.0,0,0,0,0,0,0,0,0,0,0
Nadzaladevshi,11.0,88.0,3.0,2.0,0.0,7.0,268993.0,Under Construction,1.0,White Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Dighmis Masivshi,22.0,111.0,4.0,3.0,0.0,16.0,475493.0,Newly Constructed,,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Chughuretshi,3.0,130.0,6.0,4.0,1.0,3.0,679275.0,Newly Constructed,3.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Varketilshi,9.0,64.0,3.0,2.0,0.0,2.0,165743.0,Old Constructed,2.0,Old Renovated,Gas Heater,1.0,0,0,0,0,0,0,0,0,0,0
Ortachalashi,9.0,85.0,3.0,2.0,0.0,2.0,298881.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,1,0,0,0,0,0,0,0
Vakeshi,9.0,27.0,1.0,1.0,0.0,6.0,214651.0,Old Constructed,1.0,Newly Renovated,,0.0,0,0,1,0,0,0,0,0,0,0
Nutsubidzis Ferdobze,16.0,72.0,3.0,2.0,0.0,14.0,244539.0,Old Constructed,1.0,,Gas Heater,1.0,0,0,1,0,0,0,0,0,0,0
Nutsubidzis Ferdobze,18.0,14.5,1.0,,1.0,18.0,59776.0,Newly Constructed,,Ongoing Renovation,,1.0,0,0,0,0,0,0,0,0,0,0
Nutsubidzis Ferdobze,18.0,50.0,2.0,1.0,1.0,18.0,173894.0,Newly Constructed,1.0,Ongoing Renovation,Gas Heater,1.0,0,0,0,0,0,0,0,0,0,0
Didubeshi,30.0,201.0,5.0,4.0,0.0,10.0,491523.0,Under Construction,2.0,Black Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Did Dighomshi,11.0,74.9,3.0,2.0,0.0,3.0,233671.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Nutsubidzis Ferdobze,12.0,45.0,2.0,1.0,1.0,12.0,228236.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,1,1,1,1
Saburtaloze,15.0,235.0,5.0,4.0,0.0,11.0,1154768.0,Newly Constructed,2.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,10.0,117.0,4.0,3.0,0.0,3.0,317901.0,Old Constructed,1.0,Old Renovated,,1.0,0,0,0,0,0,0,0,0,0,0
Vakeshi,10.0,450.0,5.0,4.0,1.0,10.0,2418219.0,Newly Constructed,3.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Vakeshi,6.0,103.0,3.0,2.0,1.0,6.0,638519.0,Newly Constructed,1.0,Ongoing Renovation,Central Heating,0.0,0,0,1,0,0,0,0,0,0,0
Varketilshi,9.0,50.94,2.0,1.0,0.0,8.0,176612.0,Old Constructed,1.0,Old Renovated,Gas Heater,1.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,13.0,120.0,4.0,2.0,0.0,9.0,557006.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,12.0,235.0,6.0,4.0,0.0,7.0,1304208.0,Newly Constructed,3.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,21.0,170.0,4.0,3.0,0.0,20.0,1222695.0,Newly Constructed,2.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Vakeshi,12.0,227.0,4.0,3.0,0.0,9.0,1572929.0,Newly Constructed,2.0,Green Frame,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Vakeshi,23.0,213.0,5.0,3.0,0.0,17.0,1331379.0,Newly Constructed,2.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Vakeshi,24.0,227.0,4.0,3.0,0.0,9.0,1572929.0,Newly Constructed,3.0,Green Frame,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
